neighbourhood,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,price/night
De Baarsjes - Oud-West,Entire home/apt,1,0.29,1,82.5
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,2,99.5
De Baarsjes - Oud-West,Entire home/apt,2,0.51,1,66.66666666666667
Bos en Lommer,Entire home/apt,2,0.54,2,60.0
Centrum-Oost,Entire home/apt,1,0.28,1,93.5
Centrum-West,Entire home/apt,1,0.28,1,76.66666666666667
De Baarsjes - Oud-West,Private room,0,0.0,3,23.333333333333332
Centrum-Oost,Private room,5,1.34,1,50.666666666666664
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,30.0
Oud-Oost,Entire home/apt,0,0.0,1,91.66666666666667
Bos en Lommer,Private room,3,1.05,2,35.0
Oud-Oost,Entire home/apt,2,0.57,1,60.0
Watergraafsmeer,Entire home/apt,2,0.53,1,19.0
Centrum-West,Entire home/apt,6,1.67,1,72.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,90.0
De Pijp - Rivierenbuurt,Entire home/apt,2,0.54,1,83.33333333333333
De Pijp - Rivierenbuurt,Private room,1,0.28,1,50.0
Noord-West,Entire home/apt,0,0.0,1,67.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.27,1,600.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,60.0
Oostelijk Havengebied - Indische Buurt,Private room,0,0.0,1,1.6333333333333333
Westerpark,Entire home/apt,6,1.7,1,75.0
Noord-West,Private room,0,0.0,2,80.0
Watergraafsmeer,Entire home/apt,10,2.8,1,16.25
De Baarsjes - Oud-West,Entire home/apt,3,0.71,3,184.0
De Baarsjes - Oud-West,Private room,2,0.63,3,92.0
De Pijp - Rivierenbuurt,Entire home/apt,2,0.52,1,62.5
Zuid,Entire home/apt,2,0.54,2,50.0
Centrum-Oost,Entire home/apt,5,1.19,17,25.0
De Baarsjes - Oud-West,Entire home/apt,2,0.55,3,97.5
Centrum-West,Entire home/apt,1,0.28,1,46.666666666666664
De Baarsjes - Oud-West,Entire home/apt,4,0.97,31,133.33333333333334
Noord-Oost,Private room,2,0.53,2,72.5
De Baarsjes - Oud-West,Private room,2,0.72,1,50.0
De Baarsjes - Oud-West,Entire home/apt,5,1.21,1,57.5
Centrum-Oost,Entire home/apt,0,0.0,8,60.0
Centrum-Oost,Entire home/apt,2,0.5,1,55.0
Bos en Lommer,Entire home/apt,0,0.0,1,130.0
Slotervaart,Private room,0,0.0,1,22.333333333333332
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,75.0
Westerpark,Entire home/apt,0,0.0,1,133.33333333333334
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,100.0
Oud-Noord,Private room,12,2.86,2,42.5
De Baarsjes - Oud-West,Entire home/apt,5,1.32,1,30.0
Centrum-Oost,Entire home/apt,7,1.54,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,2,0.77,1,17.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,14,26.0
IJburg - Zeeburgereiland,Private room,4,1.29,1,150.0
Centrum-Oost,Entire home/apt,0,0.0,1,62.5
De Pijp - Rivierenbuurt,Private room,1,0.43,1,3.6
Bos en Lommer,Entire home/apt,0,0.0,1,75.0
Centrum-Oost,Private room,17,3.78,2,65.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,2,85.0
Zuid,Entire home/apt,0,0.0,2,35.714285714285715
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,350.0
Centrum-Oost,Entire home/apt,5,1.2,1,125.0
Noord-Oost,Private room,5,1.11,1,27.5
De Baarsjes - Oud-West,Entire home/apt,3,0.8,1,75.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,116.66666666666667
De Baarsjes - Oud-West,Entire home/apt,2,0.55,14,63.0
Westerpark,Entire home/apt,1,0.23,1,60.0
Bijlmer-Oost,Private room,3,0.83,2,29.5
De Baarsjes - Oud-West,Entire home/apt,2,0.53,1,112.5
Zuid,Entire home/apt,0,0.0,1,75.0
Oud-Oost,Entire home/apt,0,0.0,1,83.33333333333333
Oud-Noord,Entire home/apt,0,0.0,1,20.0
Oud-Noord,Private room,5,1.09,1,10.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,3,0.75,1,22.5
De Pijp - Rivierenbuurt,Entire home/apt,5,1.34,1,90.0
De Pijp - Rivierenbuurt,Entire home/apt,3,1.43,1,46.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,2,150.0
Bos en Lommer,Entire home/apt,0,0.0,1,55.0
Oud-Oost,Entire home/apt,1,0.25,1,10.0
Centrum-West,Entire home/apt,13,3.61,6,41.666666666666664
De Baarsjes - Oud-West,Entire home/apt,2,0.54,1,100.0
De Baarsjes - Oud-West,Private room,6,1.54,1,80.0
De Baarsjes - Oud-West,Private room,6,1.73,1,70.0
Bos en Lommer,Entire home/apt,7,1.91,1,31.25
De Baarsjes - Oud-West,Entire home/apt,1,0.27,1,125.0
Slotervaart,Entire home/apt,6,1.55,1,125.0
Centrum-Oost,Private room,2,0.49,1,25.0
Oud-Oost,Entire home/apt,0,0.0,1,60.0
Bijlmer-Centrum,Entire home/apt,6,1.48,1,59.0
Westerpark,Entire home/apt,0,0.0,1,27.5
Slotervaart,Shared room,0,0.0,2,20.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,180.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,6,22.714285714285715
Centrum-West,Entire home/apt,0,0.0,4,67.14285714285714
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,6,21.285714285714285
Westerpark,Entire home/apt,0,0.0,1,75.0
Geuzenveld - Slotermeer,Entire home/apt,2,0.55,1,80.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,3,350.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,46.333333333333336
Westerpark,Entire home/apt,2,0.73,1,49.666666666666664
Centrum-Oost,Entire home/apt,0,0.0,1,47.5
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,1,189.0
Centrum-Oost,Entire home/apt,0,0.0,3,36.666666666666664
Centrum-West,Entire home/apt,3,0.83,1,40.0
Centrum-Oost,Private room,0,0.0,3,55.0
Centrum-Oost,Entire home/apt,0,0.0,5,209.0
Slotervaart,Entire home/apt,1,0.23,1,10.0
De Baarsjes - Oud-West,Entire home/apt,1,0.27,1,87.5
Centrum-West,Private room,3,0.82,2,50.0
Oud-Noord,Private room,3,0.83,2,147.5
Zuid,Entire home/apt,0,0.0,1,66.66666666666667
Watergraafsmeer,Entire home/apt,1,0.28,1,137.0
Centrum-West,Private room,1,0.29,1,28.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,74.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,375.0
Zuid,Entire home/apt,0,0.0,1,175.0
Bijlmer-Centrum,Entire home/apt,1,0.28,1,110.0
Zuid,Entire home/apt,1,0.28,2,110.0
Geuzenveld - Slotermeer,Entire home/apt,2,0.45,1,50.0
Noord-Oost,Entire home/apt,2,0.55,1,63.333333333333336
IJburg - Zeeburgereiland,Private room,0,0.0,1,100.0
De Baarsjes - Oud-West,Entire home/apt,3,0.84,1,41.666666666666664
De Pijp - Rivierenbuurt,Private room,14,3.36,1,30.0
Centrum-West,Entire home/apt,3,0.83,1,150.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,200.0
Oud-Noord,Private room,11,2.84,2,42.5
Centrum-Oost,Private room,1,0.24,2,120.0
De Baarsjes - Oud-West,Entire home/apt,2,0.55,1,60.0
De Pijp - Rivierenbuurt,Entire home/apt,5,1.35,1,66.66666666666667
Bos en Lommer,Entire home/apt,1,0.28,1,41.666666666666664
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,59.0
De Baarsjes - Oud-West,Entire home/apt,1,0.28,1,100.0
Bijlmer-Oost,Entire home/apt,0,0.0,2,53.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,66.66666666666667
Westerpark,Entire home/apt,2,0.8,1,91.66666666666667
De Baarsjes - Oud-West,Entire home/apt,3,0.84,1,75.0
Centrum-West,Entire home/apt,10,2.75,1,74.0
Slotervaart,Private room,5,1.14,1,40.0
De Baarsjes - Oud-West,Entire home/apt,3,1.29,1,74.5
Centrum-West,Entire home/apt,3,0.81,1,150.0
De Baarsjes - Oud-West,Private room,13,3.55,2,49.5
Noord-West,Entire home/apt,0,0.0,3,36.0
Bos en Lommer,Entire home/apt,2,0.47,1,42.5
De Pijp - Rivierenbuurt,Private room,0,0.0,1,40.0
Centrum-Oost,Entire home/apt,9,2.31,2,67.66666666666667
Watergraafsmeer,Private room,14,3.68,1,60.0
Oud-Noord,Private room,1,0.26,2,145.0
Oostelijk Havengebied - Indische Buurt,Private room,0,0.0,1,60.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,82.5
Zuid,Entire home/apt,0,0.0,2,67.0
De Pijp - Rivierenbuurt,Entire home/apt,2,0.55,1,75.0
Westerpark,Entire home/apt,7,1.91,1,46.666666666666664
Oud-Oost,Entire home/apt,4,1.36,1,60.0
Centrum-West,Entire home/apt,0,0.0,1,100.0
Slotervaart,Entire home/apt,7,1.67,1,80.0
Watergraafsmeer,Entire home/apt,2,0.86,1,60.0
Zuid,Entire home/apt,1,0.27,2,50.0
De Baarsjes - Oud-West,Private room,1,0.28,1,70.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,70.0
Noord-West,Entire home/apt,3,0.85,1,91.66666666666667
Watergraafsmeer,Entire home/apt,5,1.39,1,135.0
Westerpark,Entire home/apt,1,0.27,1,66.66666666666667
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,105.0
Centrum-Oost,Entire home/apt,0,0.0,1,56.666666666666664
Centrum-West,Entire home/apt,9,2.43,1,50.0
Zuid,Entire home/apt,1,0.3,1,60.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.24,2,95.0
Zuid,Entire home/apt,0,0.0,1,70.0
Geuzenveld - Slotermeer,Private room,1,0.28,1,30.0
Zuid,Entire home/apt,4,1.13,1,75.0
Noord-Oost,Entire home/apt,4,0.95,1,125.0
Centrum-West,Entire home/apt,4,1.3,2,54.5
Centrum-West,Entire home/apt,1,0.56,1,400.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,1,0.27,1,67.5
De Baarsjes - Oud-West,Entire home/apt,2,0.56,1,53.333333333333336
Bos en Lommer,Entire home/apt,0,0.0,1,67.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,105.0
Centrum-Oost,Private room,13,3.45,1,150.0
Oud-Noord,Private room,1,0.28,1,30.0
Centrum-West,Private room,11,3.14,1,65.0
De Baarsjes - Oud-West,Entire home/apt,5,1.42,1,33.333333333333336
Centrum-Oost,Entire home/apt,4,1.13,4,176.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,36.0
Westerpark,Private room,5,1.28,1,40.0
Centrum-Oost,Entire home/apt,3,0.83,1,55.0
Westerpark,Entire home/apt,3,0.74,1,10.0
Noord-Oost,Private room,0,0.0,2,34.0
De Aker - Nieuw Sloten,Private room,2,0.54,1,60.0
De Baarsjes - Oud-West,Entire home/apt,1,0.29,1,40.0
De Pijp - Rivierenbuurt,Private room,1,0.28,3,50.0
Slotervaart,Entire home/apt,2,0.55,1,87.5
De Baarsjes - Oud-West,Entire home/apt,2,0.56,1,33.333333333333336
IJburg - Zeeburgereiland,Entire home/apt,1,0.28,1,66.66666666666667
IJburg - Zeeburgereiland,Private room,6,1.67,1,129.0
De Pijp - Rivierenbuurt,Entire home/apt,8,2.16,1,75.0
Centrum-West,Entire home/apt,2,0.57,1,100.0
Centrum-Oost,Entire home/apt,5,1.26,3,30.0
Zuid,Entire home/apt,0,0.0,1,49.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,200.0
IJburg - Zeeburgereiland,Entire home/apt,2,0.49,1,125.0
De Baarsjes - Oud-West,Entire home/apt,3,0.9,3,140.0
Zuid,Entire home/apt,0,0.0,1,70.0
De Baarsjes - Oud-West,Entire home/apt,2,0.71,2,37.5
Noord-West,Entire home/apt,0,0.0,3,4.9
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,120.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.73,1,44.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,83.33333333333333
Oud-Oost,Entire home/apt,1,0.28,1,40.0
Slotervaart,Entire home/apt,5,1.35,1,150.0
De Baarsjes - Oud-West,Entire home/apt,2,0.92,1,28.0
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,3,120.0
De Pijp - Rivierenbuurt,Entire home/apt,5,1.29,1,67.5
Oud-Oost,Entire home/apt,0,0.0,1,36.666666666666664
IJburg - Zeeburgereiland,Entire home/apt,1,0.45,1,60.0
Westerpark,Entire home/apt,0,0.0,1,73.33333333333333
Centrum-West,Private room,7,1.93,1,75.0
De Baarsjes - Oud-West,Entire home/apt,1,0.48,1,63.333333333333336
Bos en Lommer,Entire home/apt,3,0.79,1,100.0
Centrum-Oost,Entire home/apt,1,0.28,1,75.0
Bos en Lommer,Entire home/apt,2,0.57,1,62.5
Centrum-Oost,Entire home/apt,1,0.28,1,120.0
Bos en Lommer,Entire home/apt,2,0.9,14,64.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,40.0
Centrum-Oost,Entire home/apt,15,3.88,17,140.0
Noord-West,Private room,0,0.0,1,42.5
Centrum-West,Private room,9,2.5,1,40.0
Slotervaart,Entire home/apt,0,0.0,1,150.0
Centrum-Oost,Entire home/apt,1,0.88,2,181.0
Bijlmer-Oost,Private room,0,0.0,4,20.0
De Pijp - Rivierenbuurt,Private room,11,3.06,1,85.0
De Baarsjes - Oud-West,Entire home/apt,8,2.14,1,100.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,38,140.0
Watergraafsmeer,Entire home/apt,4,1.12,1,79.0
De Baarsjes - Oud-West,Entire home/apt,2,0.59,1,18.6
Zuid,Entire home/apt,1,0.28,1,26.0
Noord-West,Entire home/apt,4,1.13,1,60.0
Bos en Lommer,Entire home/apt,0,0.0,1,2.142857142857143
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,75.0
Centrum-West,Entire home/apt,0,0.0,11,36.0
De Baarsjes - Oud-West,Private room,6,1.96,1,36.0
Centrum-West,Private room,0,0.0,2,100.0
Watergraafsmeer,Entire home/apt,2,0.57,1,33.0
Slotervaart,Entire home/apt,2,0.97,1,35.0
Oud-Noord,Entire home/apt,0,0.0,1,245.0
Bijlmer-Oost,Private room,0,0.0,1,50.0
Centrum-Oost,Entire home/apt,3,1.1,1,50.0
De Baarsjes - Oud-West,Entire home/apt,1,0.49,1,67.5
Westerpark,Entire home/apt,0,0.0,1,66.66666666666667
Centrum-Oost,Private room,0,0.0,1,219.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,56.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,2,0.56,1,98.5
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,30.0
Watergraafsmeer,Private room,0,0.0,1,70.0
Noord-West,Entire home/apt,1,0.86,1,90.0
Centrum-Oost,Private room,1,0.28,1,48.5
De Pijp - Rivierenbuurt,Private room,1,0.27,1,30.0
Bos en Lommer,Private room,10,3.57,3,89.0
De Baarsjes - Oud-West,Entire home/apt,1,0.47,1,75.0
Centrum-West,Entire home/apt,5,1.56,1,48.333333333333336
IJburg - Zeeburgereiland,Entire home/apt,1,0.26,1,40.0
Oud-Oost,Entire home/apt,1,0.28,1,97.5
Centrum-Oost,Entire home/apt,0,0.0,1,150.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,99.5
Buitenveldert - Zuidas,Entire home/apt,5,1.47,1,89.0
Zuid,Private room,2,0.52,1,80.0
Buitenveldert - Zuidas,Private room,0,0.0,1,20.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,100.0
Centrum-West,Private room,0,0.0,2,100.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,100.0
Oud-Oost,Entire home/apt,0,0.0,1,19.285714285714285
Oostelijk Havengebied - Indische Buurt,Private room,9,2.55,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,60.0
Oud-Oost,Entire home/apt,1,0.28,1,90.0
Westerpark,Entire home/apt,0,0.0,1,100.0
Centrum-Oost,Entire home/apt,0,0.0,1,250.0
Centrum-West,Entire home/apt,1,0.47,1,120.0
Bijlmer-Centrum,Entire home/apt,0,0.0,1,15.4
De Pijp - Rivierenbuurt,Private room,3,1.38,1,39.5
Centrum-West,Entire home/apt,2,0.6,1,79.0
Centrum-Oost,Entire home/apt,3,1.76,8,560.0
Osdorp,Entire home/apt,0,0.0,3,140.0
Bos en Lommer,Private room,0,0.0,1,35.0
Bos en Lommer,Entire home/apt,0,0.0,1,290.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.28,1,300.0
Buitenveldert - Zuidas,Entire home/apt,1,0.44,1,36.0
De Pijp - Rivierenbuurt,Private room,0,0.0,2,25.0
Bos en Lommer,Entire home/apt,10,3.41,2,100.0
Centrum-Oost,Entire home/apt,9,2.76,1,400.0
Zuid,Entire home/apt,4,1.79,1,66.33333333333333
De Baarsjes - Oud-West,Entire home/apt,1,0.44,1,40.0
Bos en Lommer,Entire home/apt,3,0.83,1,54.5
Centrum-West,Entire home/apt,1,0.48,1,85.0
Oud-Noord,Entire home/apt,0,0.0,1,50.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,2.6666666666666665
Bijlmer-Centrum,Private room,3,1.14,5,32.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.46,1,30.0
Centrum-West,Private room,10,2.91,1,35.0
Zuid,Private room,0,0.0,2,100.0
Bos en Lommer,Entire home/apt,2,0.74,1,39.0
Centrum-West,Private room,18,4.95,4,150.0
Centrum-West,Entire home/apt,0,0.0,2,149.5
Centrum-West,Entire home/apt,7,1.93,2,249.0
Bijlmer-Centrum,Entire home/apt,0,0.0,1,4.0
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,112.5
Oud-Noord,Private room,0,0.0,3,75.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,75.0
Centrum-Oost,Private room,13,3.86,2,75.0
Zuid,Private room,0,0.0,1,38.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,2,66.25
De Pijp - Rivierenbuurt,Entire home/apt,1,0.81,1,67.5
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,1,70.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,75.0
Oostelijk Havengebied - Indische Buurt,Private room,4,1.79,1,46.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,6,1.96,1,18.166666666666668
Zuid,Entire home/apt,0,0.0,2,66.33333333333333
Centrum-Oost,Private room,2,1.11,1,145.0
Centrum-West,Private room,0,0.0,2,75.0
Zuid,Entire home/apt,1,1.0,1,74.5
Westerpark,Entire home/apt,0,0.0,5,15.0
Centrum-West,Private room,0,0.0,2,40.0
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,2,70.0
De Baarsjes - Oud-West,Entire home/apt,2,0.64,31,33.0
Centrum-West,Entire home/apt,1,0.48,1,20.0
Centrum-Oost,Entire home/apt,1,0.49,1,150.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,4,4.25
De Baarsjes - Oud-West,Private room,7,2.69,1,40.0
Centrum-West,Entire home/apt,2,0.83,1,50.0
Centrum-West,Entire home/apt,0,0.0,1,62.5
Centrum-Oost,Entire home/apt,3,1.01,1,150.0
Centrum-Oost,Entire home/apt,3,1.67,39,22.857142857142858
Oud-Oost,Entire home/apt,1,0.46,1,56.25
De Pijp - Rivierenbuurt,Entire home/apt,1,0.45,1,116.66666666666667
Centrum-West,Entire home/apt,2,1.07,1,310.0
Bijlmer-Centrum,Entire home/apt,2,1.25,1,62.5
De Baarsjes - Oud-West,Shared room,2,0.58,1,80.0
Buitenveldert - Zuidas,Private room,0,0.0,1,38.333333333333336
Watergraafsmeer,Private room,1,0.29,1,70.0
Bijlmer-Centrum,Entire home/apt,4,1.25,2,130.0
De Baarsjes - Oud-West,Entire home/apt,3,0.91,1,42.5
Buitenveldert - Zuidas,Entire home/apt,0,0.0,3,30.0
IJburg - Zeeburgereiland,Private room,0,0.0,2,42.5
IJburg - Zeeburgereiland,Private room,2,0.92,2,65.0
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,93.75
Westerpark,Entire home/apt,1,0.75,1,150.0
Zuid,Entire home/apt,0,0.0,1,85.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,248.5
Centrum-Oost,Entire home/apt,0,0.0,1,117.5
De Baarsjes - Oud-West,Entire home/apt,3,1.2,1,120.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,90.0
Gaasperdam - Driemond,Private room,0,0.0,4,85.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,100.0
De Pijp - Rivierenbuurt,Entire home/apt,6,1.84,1,50.0
Buitenveldert - Zuidas,Private room,1,0.46,1,35.0
Watergraafsmeer,Entire home/apt,0,0.0,1,54.5
Centrum-Oost,Entire home/apt,0,0.0,1,112.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,3,1.64,1,67.5
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,100.0
De Baarsjes - Oud-West,Entire home/apt,3,1.3,1,140.0
Bos en Lommer,Entire home/apt,1,0.71,1,175.0
Centrum-West,Entire home/apt,3,0.95,1,105.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,2,130.0
Gaasperdam - Driemond,Private room,0,0.0,2,47.5
Centrum-West,Private room,0,0.0,1,258.0
De Aker - Nieuw Sloten,Private room,1,0.48,2,37.5
Slotervaart,Entire home/apt,0,0.0,1,430.0
Geuzenveld - Slotermeer,Private room,0,0.0,1,25.0
Centrum-Oost,Entire home/apt,1,0.67,1,325.0
Centrum-West,Private room,1,0.59,15,70.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,8,212.0
Centrum-West,Private room,9,3.1,15,75.0
De Baarsjes - Oud-West,Private room,8,2.79,2,37.5
De Pijp - Rivierenbuurt,Entire home/apt,5,1.53,1,250.0
Centrum-West,Private room,2,0.88,15,110.0
Centrum-West,Private room,0,0.0,15,140.0
Bijlmer-Oost,Private room,3,1.45,1,19.5
Watergraafsmeer,Entire home/apt,2,0.98,1,50.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,120.0
Centrum-West,Private room,4,1.97,1,200.0
Oud-Noord,Entire home/apt,1,0.45,1,350.0
Slotervaart,Private room,0,0.0,2,65.0
Centrum-West,Private room,0,0.0,15,150.0
Centrum-West,Private room,3,1.03,15,150.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.36,1,47.5
Centrum-West,Entire home/apt,0,0.0,1,75.0
Centrum-Oost,Entire home/apt,0,0.0,1,25.0
De Baarsjes - Oud-West,Entire home/apt,1,0.34,2,120.0
Westerpark,Private room,1,0.36,5,80.0
Westerpark,Entire home/apt,4,1.56,5,10.0
De Baarsjes - Oud-West,Entire home/apt,11,3.84,2,75.0
De Baarsjes - Oud-West,Private room,4,1.46,1,45.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,110.0
Centrum-Oost,Entire home/apt,0,0.0,1,175.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,2,6.633333333333334
Osdorp,Private room,3,1.29,1,30.0
De Baarsjes - Oud-West,Private room,2,0.63,1,4.666666666666667
Oostelijk Havengebied - Indische Buurt,Private room,0,0.0,2,36.0
De Pijp - Rivierenbuurt,Entire home/apt,4,2.26,1,67.5
Westerpark,Entire home/apt,0,0.0,1,75.0
Oud-Oost,Private room,3,1.1,1,52.5
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,50.0
De Pijp - Rivierenbuurt,Private room,2,0.71,1,29.5
Zuid,Entire home/apt,0,0.0,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,150.0
Slotervaart,Private room,7,3.28,1,30.0
Oud-Oost,Private room,1,0.57,2,75.0
Noord-West,Entire home/apt,0,0.0,2,40.0
Centrum-Oost,Private room,0,0.0,1,210.0
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,83.33333333333333
Centrum-Oost,Private room,3,1.32,3,75.0
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,62.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,225.0
Slotervaart,Private room,3,1.32,1,42.5
De Baarsjes - Oud-West,Entire home/apt,0,0.0,2,250.0
Centrum-West,Private room,3,1.43,1,100.0
Oostelijk Havengebied - Indische Buurt,Private room,0,0.0,2,36.0
Oud-Oost,Entire home/apt,1,0.55,1,58.333333333333336
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.6,1,7.142857142857143
Centrum-West,Private room,4,1.32,3,112.5
De Pijp - Rivierenbuurt,Entire home/apt,1,0.42,1,28.333333333333332
Watergraafsmeer,Entire home/apt,0,0.0,1,30.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,0.66,15,85.0
Zuid,Entire home/apt,1,0.51,1,116.66666666666667
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,2,30.0
De Baarsjes - Oud-West,Entire home/apt,1,1.0,1,21.5
Oud-Oost,Entire home/apt,0,0.0,2,275.0
Centrum-West,Private room,0,0.0,1,100.0
Centrum-West,Entire home/apt,0,0.0,38,35.714285714285715
Centrum-Oost,Entire home/apt,2,0.86,1,34.666666666666664
Centrum-West,Entire home/apt,0,0.0,1,110.0
Oud-Oost,Entire home/apt,0,0.0,1,96.66666666666667
De Pijp - Rivierenbuurt,Private room,1,0.39,2,15.0
De Baarsjes - Oud-West,Entire home/apt,2,0.95,1,41.25
De Pijp - Rivierenbuurt,Entire home/apt,4,1.35,1,55.0
De Baarsjes - Oud-West,Entire home/apt,3,0.96,1,84.5
Centrum-Oost,Private room,1,0.53,1,396.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,2.14,15,154.0
IJburg - Zeeburgereiland,Entire home/apt,0,0.0,1,98.33333333333333
Centrum-Oost,Private room,10,3.26,2,75.0
De Pijp - Rivierenbuurt,Private room,2,1.54,2,60.0
De Pijp - Rivierenbuurt,Private room,2,1.09,2,30.0
Oud-Oost,Entire home/apt,2,0.91,1,125.0
Westerpark,Entire home/apt,1,0.58,19,555.0
Centrum-Oost,Private room,0,0.0,1,11.785714285714286
Centrum-West,Private room,13,4.7,15,130.0
Centrum-West,Private room,1,0.88,15,120.0
Noord-West,Entire home/apt,0,0.0,1,37.5
Centrum-West,Entire home/apt,2,1.0,1,250.0
Westerpark,Private room,0,0.0,5,60.0
Gaasperdam - Driemond,Private room,0,0.0,2,50.0
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,1,43.75
Centrum-West,Private room,7,2.8,1,105.0
Centrum-West,Entire home/apt,10,3.61,15,200.0
Bos en Lommer,Entire home/apt,1,0.36,1,65.0
Oud-Oost,Entire home/apt,2,1.13,1,25.0
Centrum-West,Entire home/apt,0,0.0,1,175.0
Noord-West,Entire home/apt,0,0.0,1,40.0
Centrum-West,Entire home/apt,1,1.0,1,142.5
De Pijp - Rivierenbuurt,Entire home/apt,2,0.95,1,60.0
Zuid,Entire home/apt,0,0.0,1,125.0
Centrum-Oost,Entire home/apt,17,6.89,17,200.0
Zuid,Entire home/apt,0,0.0,1,29.8
De Pijp - Rivierenbuurt,Entire home/apt,0,0.0,1,90.0
